ticker,company_name,sector_group,industry_group,index_memberships,rating_seed,rating_bucket,rating_source,cik,sec_available,reference_period_end,revenue,net_income,assets,liabilities,equity,cash,cfo,capex,interest_expense,cogs,ppe_net,depreciation,sga,current_assets,current_liabilities,accounts_receivable,inventory,accounts_payable,long_term_debt,short_term_debt,total_debt,fcf,leverage_proxy,debt_to_assets,cash_to_assets,net_margin,fcf_to_assets,accrual_proxy,current_ratio,last_close,ret_1m,ret_3m,vol_3m,drawdown_6m,market_data_available,news_mentions_30d,risk_news_mentions_30d,news_data_available,leverage_proxy_is_assumption,debt_to_assets_is_assumption,cash_to_assets_is_assumption,net_margin_is_assumption,fcf_to_assets_is_assumption,accrual_proxy_is_assumption,current_ratio_is_assumption,ret_1m_is_assumption,ret_3m_is_assumption,vol_3m_is_assumption,drawdown_6m_is_assumption,last_close_is_assumption,news_mentions_30d_is_assumption,risk_news_mentions_30d_is_assumption,revenue_is_stale,net_income_is_stale,assets_is_stale,liabilities_is_stale,equity_is_stale,cash_is_stale,cfo_is_stale,capex_is_stale,interest_expense_is_stale,cogs_is_stale,ppe_net_is_stale,depreciation_is_stale,sga_is_stale,current_assets_is_stale,current_liabilities_is_stale,accounts_receivable_is_stale,inventory_is_stale,accounts_payable_is_stale,long_term_debt_is_stale,short_term_debt_is_stale,assumption_metric_count,stale_fact_count,data_quality_score,data_quality_note
HON,Honeywell,Industrials,,Dow; Nasdaq 100; S&P 500,A bucket,A,demo_bucket_to_refresh,0000773840,True,2025-12-31,37442000000.0,4729000000.0,73681000000.0,,13904000000.0,12487000000.0,6408000000.0,986000000.0,1344000000.0,23613000000.0,4629000000.0,1388000000.0,5450000000.0,30387000000.0,23414000000.0,7621000000.0,6162000000.0,6315000000.0,29046000000.0,5893000000.0,34939000000.0,5422000000.0,0.66,0.47419280411503645,0.16947381278755716,0.12630201378131511,0.0735874920264383,-0.02278742145193469,1.2978132741095072,213.1199951171875,-0.09326071645288192,-0.10699598344119754,0.22948034140098883,-0.14078374098592428,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,93.6,Strong public-data coverage
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,S&P 500,NR shown,NR,screenshot,0001783879,True,2025-12-31,4473000000.0,1883000000.0,38137000000.0,28986000000.0,9151000000.0,4261000000.0,1638000000.0,28000000.0,,,154000000.0,86000000.0,628000000.0,36305000000.0,28771000000.0,,,463000000.0,,,,,0.7600492959593046,0.25,0.11172876733880484,0.4209702660406886,0.015,0.006424207462569159,1.261860901602308,77.02999877929688,0.11331111520815385,-0.11009703151673356,0.7035904241553664,-0.43806537970262727,True,,,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,1,85.8,Strong public-data coverage
HPE,Hewlett Packard Enterprise,Technology,"Technology Hardware, Storage & Peripherals",S&P 500,NR (to derive from financials),BB+,default - no public rating available; derive from leverage/margin post-SEC pull,0001645590,True,2025-10-31,34296000000.0,57000000.0,75906000000.0,14276000000.0,24688000000.0,5773000000.0,2919000000.0,2292000000.0,1098000000.0,5002000000.0,6002000000.0,2737000000.0,5704000000.0,24994000000.0,24643000000.0,5290000000.0,6352000000.0,7731000000.0,21748000000.0,4609000000.0,26357000000.0,627000000.0,0.55,0.3472321028640687,0.07605459383974916,0.001662001399580126,0.008260216583669275,-0.037704529286222435,1.0142433956904597,31.350000381469727,0.259542030945487,0.31962146254174484,0.4680804986318289,0.0,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,90.6,Strong public-data coverage
HPQ,HP Inc.,Technology,"Technology Hardware, Storage & Peripherals",S&P 500,BBB bucket,BBB,demo_bucket_to_refresh,0000047217,True,2025-10-31,55295000000.0,2529000000.0,41769000000.0,,-346000000.0,3690000000.0,3697000000.0,897000000.0,567000000.0,43903000000.0,3049000000.0,916000000.0,5821000000.0,22453000000.0,29258000000.0,5692000000.0,8512000000.0,18051000000.0,9723000000.0,788000000.0,10511000000.0,2800000000.0,0.55,0.2516459575283105,0.08834302951950011,0.04573650420472014,0.0670353611530082,-0.02796332208096914,0.7674140406042792,22.68000030517578,0.24205914681768914,0.18620604069801772,0.37678491999402564,-0.11253913989187336,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,92.1,Strong public-data coverage
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000048465,True,2025-10-26,9167519000.0,478197000.0,13393119000.0,,7901171000.0,670679000.0,845251000.0,310902000.0,73402000.0,10214344000.0,2238770000.0,263901000.0,996624000.0,3405656000.0,1380796000.0,784812000.0,1747279000.0,731578000.0,2850778000.0,6646000.0,2857424000.0,534349000.0,0.7,0.21335015391112405,0.05007638623982957,0.1,0.03989727859507557,-0.027406162821371184,2.466443993174951,20.440000534057617,-0.006657968952404336,-0.15071487630126557,0.2538726265594126,-0.19647093297110552,True,,,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,2,84.3,Usable for demo; some stale/missing fields
HSIC,Henry Schein,Healthcare,Health Care Distributors,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001000228,True,2025-12-27,13184000000.0,398000000.0,11215000000.0,6421000000.0,3245000000.0,156000000.0,712000000.0,139000000.0,150000000.0,9079000000.0,621000000.0,311000000.0,3084000000.0,4464000000.0,3228000000.0,1651000000.0,2002000000.0,1154000000.0,1046000000.0,764000000.0,764000000.0,573000000.0,0.5725367810967454,0.06812304948729381,0.013909942041908159,0.030188106796116505,0.051092287115470356,-0.02799821667409719,1.3828996282527881,70.81999969482422,-0.059994649094416985,-0.11585516799098416,0.2614439833391504,-0.1503299221197616,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,98.5,Strong public-data coverage
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001070750,True,2025-12-31,6114000000.0,765000000.0,13049000000.0,6317000000.0,6558000000.0,768000000.0,1510000000.0,274000000.0,191000000.0,,10636000000.0,795000000.0,124000000.0,,,,,,1274000000.0,,1274000000.0,,0.48409839834470075,0.0976320024522952,0.05885508468081845,0.12512266928361138,0.02,-0.05709249750938769,0.9,22.270000457763672,0.10575973846404452,0.1518638097106868,0.2641609336732696,0.0,True,,,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2,2,84.3,Usable for demo; some stale/missing fields
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0000047111,True,2025-12-31,11692576000.0,883259000.0,13741297000.0,9104547000.0,4636750000.0,925859000.0,2277367000.0,454622000.0,224806000.0,7769885000.0,3529608000.0,503701000.0,2460569000.0,3588899000.0,3011896000.0,729547000.0,1429254000.0,1255701000.0,4528584000.0,218546000.0,218546000.0,1822745000.0,0.6625682422845529,0.015904321113210784,0.0673778465016803,0.07554015471013402,0.13264723118931204,-0.10145388750421448,1.191574675885223,185.94000244140625,-0.08091540366138539,-0.1881628033589099,0.23043660122189882,-0.21305229641935086,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,98.5,Strong public-data coverage
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,S&P 500,NR (to derive from financials),A-,default - no public rating available; derive from leverage/margin post-SEC pull,0000048898,True,2025-12-31,5844600000.0,887100000.0,8228800000.0,4370900000.0,3847900000.0,482500000.0,1029800000.0,155100000.0,60300000.0,3780500000.0,841200000.0,206100000.0,855300000.0,2594000000.0,1508700000.0,856900000.0,1083800000.0,570500000.0,2036300000.0,15000000.0,2036300000.0,874700000.0,0.531171009138635,0.24746013999611122,0.058635524013221856,0.15178113130068782,0.10629739451681898,-0.017341532179661678,1.7193610393053622,492.5799865722656,-0.08102464954404398,-0.024147553110989484,0.3461519930665997,-0.1170027639512139,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,2,97.0,Strong public-data coverage
HUM,Humana,Healthcare,Managed Health Care,S&P 500,NR (to derive from financials),BBB-,default - no public rating available; derive from leverage/margin post-SEC pull,0000049071,True,2025-12-31,129664000000.0,1188000000.0,48909000000.0,31172000000.0,17657000000.0,4200000000.0,921000000.0,546000000.0,493000000.0,,2231000000.0,698000000.0,15450000000.0,32733000000.0,16346000000.0,3270000000.0,,5717000000.0,12369000000.0,1694000000.0,12369000000.0,375000000.0,0.6373469095667464,0.25289823958780594,0.08587376556462001,0.009162142152023692,0.007667300496841072,0.005459117953750843,2.00250825890126,274.9599914550781,0.4309653926047241,0.4584223512048926,0.46257165059415084,-0.02674265440901813,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,2,97.0,Strong public-data coverage
HWM,Howmet Aerospace,Aerospace & Defense,Aerospace & Defense,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000004281,True,2025-12-31,8252000000.0,1508000000.0,11179000000.0,5826000000.0,5353000000.0,742000000.0,1884000000.0,453000000.0,176000000.0,19137000000.0,2593000000.0,283000000.0,370000000.0,3779000000.0,1771000000.0,779000000.0,1849000000.0,845000000.0,3050000000.0,191000000.0,3241000000.0,1431000000.0,0.521155738438143,0.28991859737006886,0.06637445209768315,0.1827435773145904,0.12800787190267465,-0.03363449324626532,2.13382269904009,270.55999755859375,0.07127550117238779,0.20221713665659746,0.3785814398907642,-0.006827750449524328,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001381197,True,2025-12-31,2440000000.0,4357000000.0,203240000000.0,182768000000.0,5363000000.0,4963000000.0,15811000000.0,,3436000000.0,,60000000.0,,247000000.0,,,,,,,16000000.0,,,0.899271796890376,0.25,0.024419405628813225,1.785655737704918,0.015,-0.056357016335367056,1.0,84.41999816894531,0.1855076429477598,0.07766732718858993,0.40492582507531605,-0.030101134179958855,True,,,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3,2,77.9,Usable for demo; some stale/missing fields
IBM,IBM,Technology,,Dow; S&P 500,NR (to derive from financials),BB,default - no public rating available; derive from leverage/margin post-SEC pull,0000051143,True,2025-12-31,67535000000.0,10593000000.0,151880000000.0,119139000000.0,32648000000.0,13587000000.0,13193000000.0,1091000000.0,1935000000.0,28239000000.0,5899000000.0,2284000000.0,20123000000.0,36944000000.0,38658000000.0,8112000000.0,1220000000.0,4756000000.0,54836000000.0,6424000000.0,61260000000.0,12102000000.0,0.7844284961811957,0.40334474585198843,0.08945878324993416,0.15685200266528468,0.07968132736370818,-0.017118777982617857,0.9556624760722231,229.75999450683594,0.002994619051178038,-0.21451492215755785,0.4405412199029073,-0.2609986778264527,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0001571949,True,2025-12-31,12640000000.0,3315000000.0,136887000000.0,107896000000.0,28915000000.0,837000000.0,4662000000.0,373000000.0,808000000.0,1646000000.0,1241000000.0,1560000000.0,293000000.0,85778000000.0,84116000000.0,1552000000.0,,1078000000.0,18609000000.0,1035000000.0,19644000000.0,4289000000.0,0.7882121750056617,0.14350522693900808,0.00611453242455456,0.2622626582278481,0.03133241286608662,-0.009840233185035832,1.0197584288363688,155.82000732421875,-0.029763378565601628,-0.07762935365354451,0.277837890765388,-0.10723376331468648,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,0,3,95.5,Strong public-data coverage
IDXX,Idexx Laboratories,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0000874716,True,2025-12-31,4303702000.0,1059464000.0,3350759000.0,1745376000.0,1605383000.0,180070000.0,1181805000.0,124676000.0,41581000.0,1644123000.0,747380000.0,145183000.0,404794000.0,1413827000.0,1148814000.0,552378000.0,377756000.0,110408000.0,450000000.0,74995000.0,524995000.0,1057129000.0,0.5208897446817273,0.15667942695968287,0.05374006307227706,0.24617503721214898,0.31548941598008096,-0.03651142920156299,1.2306839923608173,560.1099853515625,-0.005133240938610117,-0.12454085780064506,0.3090837645011896,-0.2694344567454683,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000832101,True,2025-12-31,3457500000.0,483200000.0,6927000000.0,2900800000.0,4027500000.0,580000000.0,680400000.0,63600000.0,51700000.0,1918700000.0,468000000.0,75800000.0,818800000.0,1643200000.0,575400000.0,511900000.0,479400000.0,,1829800000.0,700000.0,1830500000.0,616800000.0,0.4187671430633752,0.2642558105962177,0.0837303305904432,0.13975415762834417,0.08904287570376787,-0.028468312400750685,2.8557525199860967,216.9199981689453,0.07872098124889115,0.029276385143275574,0.26195527026299,-0.005820634576517714,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,S&P 500,NR (to derive from financials),BBB,default - no public rating available; derive from leverage/margin post-SEC pull,0000051253,True,2025-12-31,10890000000.0,-359000000.0,25539000000.0,,14154000000.0,590000000.0,850000000.0,594000000.0,380000000.0,6952000000.0,4029000000.0,962000000.0,1834000000.0,5594000000.0,3933000000.0,1731000000.0,2245000000.0,1287000000.0,5637000000.0,1254000000.0,6891000000.0,256000000.0,0.6,0.26982262422177844,0.02310192254982576,-0.03296602387511478,0.010023885038568464,-0.04733936332667685,1.42232392575642,81.05000305175781,0.11762281858167944,0.08444622927461531,0.49777690602470864,-0.02266968824912252,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,92.1,Strong public-data coverage
INCY,Incyte,Healthcare,Biotechnology,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0000879169,True,2025-12-31,5141242000.0,1286650000.0,6957973000.0,1790495000.0,5167478000.0,3097817000.0,1413498000.0,48700000.0,2551000.0,372130000.0,730885000.0,93286000.0,1376206000.0,5023902000.0,1515170000.0,,101060000.0,209938000.0,19094000000.0,689118000.0,,,0.25732997239282185,0.3,0.4452183128620936,0.2502605401574172,0.05,-0.018230596755693072,3.31573486803461,98.55999755859375,0.025918578866235498,-0.09602862824842306,0.29302120152966593,-0.1086189940253085,True,,,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,2,4,81.3,Usable for demo; some stale/missing fields
INSM,Insmed Incorporated,Industrials,,Nasdaq 100,NR (to derive from financials),B-,default - no public rating available; derive from leverage/margin post-SEC pull,0001104506,True,2025-12-31,606423000.0,-1276775000.0,2264558000.0,1525582000.0,738976000.0,510445000.0,-935014000.0,32561000.0,83795000.0,122938000.0,102942000.0,10449000.0,701167000.0,1794208000.0,468874000.0,140857000.0,132068000.0,79907000.0,546770000.0,0.0,546770000.0,-967575000.0,0.6736776006620276,0.2414466752452355,0.22540601742150124,-2.1054198142220857,-0.4272688091892546,-0.15091730924975205,3.8266314617573163,101.3499984741211,-0.34532652882601256,-0.32225489484812275,0.6512195529248859,-0.5205997979352674,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,98.5,Strong public-data coverage
INTC,Intel,Industrials,,Nasdaq 100; S&P 500,A- shown,A-,screenshot,0000050863,True,2025-12-27,52853000000.0,-267000000.0,211429000000.0,,114281000000.0,14265000000.0,9697000000.0,14646000000.0,878000000.0,34478000000.0,105414000000.0,10757000000.0,4624000000.0,63688000000.0,31575000000.0,3839000000.0,11618000000.0,9882000000.0,46585000000.0,2499000000.0,49084000000.0,-4949000000.0,0.66,0.23215358347246592,0.06746945783218007,-0.005051747299112633,-0.023407384985030436,-0.047126931499463176,2.017038796516231,124.91999816894531,1.002564861012749,1.4864648486364773,0.8656236996070137,0.0,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,92.1,Strong public-data coverage
INTU,Intuit,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0000896878,True,2025-07-31,18831000000.0,3869000000.0,36958000000.0,17248000000.0,19710000000.0,2884000000.0,6207000000.0,84000000.0,,322000000.0,961000000.0,172000000.0,1601000000.0,14107000000.0,10370000000.0,530000000.0,,792000000.0,5973000000.0,0.0,5973000000.0,6123000000.0,0.46669192055847175,0.16161588830564425,0.07803452567779642,0.2054590834262652,0.16567454948860869,-0.06326099897180583,1.3603664416586307,396.30999755859375,0.12928134382389933,-0.09134922781778743,0.5067985468547701,-0.4113267557747048,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,S&P 500,NR (to derive from financials),BB+,default - no public rating available; derive from leverage/margin post-SEC pull,0001687229,True,2025-12-31,2729296000.0,587924000.0,18680290000.0,9112398000.0,9530132000.0,129971000.0,1206230000.0,4027000.0,333457000.0,,56613000.0,746933000.0,95250000.0,,,,,,8380020000.0,,8380020000.0,,0.48780816571905466,0.44860224332705756,0.00695765429765812,0.21541232610900393,0.02,-0.033099379078162065,0.9,28.729999542236328,0.10415061632576039,0.09986787969472855,0.23267499802670064,-0.00828442446691846,True,,,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2,2,84.3,Usable for demo; some stale/missing fields
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,S&P 500,NR (to derive from financials),BBB-,default - no public rating available; derive from leverage/margin post-SEC pull,0000051434,True,2025-12-31,23634000000.0,-3516000000.0,37964000000.0,,14827000000.0,1145000000.0,1698000000.0,1857000000.0,551000000.0,16637000000.0,14443000000.0,2747000000.0,2050000000.0,10106000000.0,7899000000.0,3791000000.0,2012000000.0,3902000000.0,8839000000.0,992000000.0,9831000000.0,-159000000.0,0.6,0.25895585291328627,0.030160151722684648,-0.14876872302614877,-0.004188178274154462,-0.13734063849963124,1.2794024560070896,33.029998779296875,-0.09506852659460618,-0.29769395910530405,0.46837097535876543,-0.32182273685602225,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,93.6,Strong public-data coverage
IQV,IQVIA,Healthcare,Life Sciences Tools & Services,S&P 500,NR (to derive from financials),B+,default - no public rating available; derive from leverage/margin post-SEC pull,0001478242,True,2025-12-31,16310000000.0,1360000000.0,29944000000.0,23314000000.0,6503000000.0,1980000000.0,2654000000.0,603000000.0,729000000.0,4622000000.0,533000000.0,1144000000.0,1999000000.0,6249000000.0,8338000000.0,3400000000.0,,437000000.0,13884000000.0,1840000000.0,15724000000.0,2051000000.0,0.7785866951643067,0.5251135452845311,0.06612343040341971,0.08338442673206621,0.06849452310980497,-0.04321399946566925,0.7494603022307508,178.7100067138672,0.06794556367157067,-0.07245545018813526,0.4397780442261625,-0.2684513830881844,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,2,97.0,Strong public-data coverage
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001699150,True,2025-12-31,7650900000.0,581400000.0,18297200000.0,8143200000.0,10089800000.0,1248800000.0,1355700000.0,135600000.0,156700000.0,4314600000.0,930300000.0,505800000.0,1439300000.0,4248000000.0,2066300000.0,1518000000.0,1172900000.0,996100000.0,2778100000.0,0.0,0.0,1220100000.0,0.44505170189974425,0.0,0.06825087991605273,0.07599105987530878,0.0666823339090134,-0.04231795028747568,2.0558486183032474,75.75,-0.11278985199349434,-0.2299364106598778,0.369265526370007,-0.23282141753855445,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,2,97.0,Strong public-data coverage
IRM,Iron Mountain,Real Estate,Other Specialized REITs,S&P 500,NR (to derive from financials),B-,default - no public rating available; derive from leverage/margin post-SEC pull,0001020569,True,2025-12-31,6901737000.0,152254000.0,21125019000.0,,-981007000.0,158535000.0,1339999000.0,2271628000.0,260717000.0,,9546325000.0,1024435000.0,1393902000.0,1934983000.0,2619496000.0,1443669000.0,11726000.0,710662000.0,16431959000.0,216074000.0,16648033000.0,-931629000.0,0.7,0.7880718592489787,0.00750460863490821,0.02206024367488938,-0.04410074140051661,-0.05622456481577602,0.7386852279980577,128.83999633789062,0.17801950354177043,0.3379727987859513,0.36970463654482566,-0.02438286597176742,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,2,90.6,Strong public-data coverage
ISRG,Intuitive Surgical,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001035267,True,2025-12-31,10064700000.0,2856000000.0,20458700000.0,2517000000.0,17824000000.0,3368000000.0,3030500000.0,539800000.0,,3422400000.0,5342400000.0,600000000.0,2385000000.0,9779500000.0,2006200000.0,1527300000.0,1840000000.0,255100000.0,,,,2490700000.0,0.1230283449095006,0.28,0.16462434074501311,0.28376404661837906,0.12174282823444305,-0.008529378699526363,4.874638620277141,450.05999755859375,-0.0012427268311698825,-0.08680301740357721,0.2773366117992626,-0.24085347711487826,True,,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,93.6,Strong public-data coverage
IT,Gartner,Technology,IT Consulting & Other Services,S&P 500,NR (to derive from financials),B+,default - no public rating available; derive from leverage/margin post-SEC pull,0000749251,True,2025-12-31,6497226000.0,729231000.0,8085400000.0,7765492000.0,319908000.0,1722521000.0,1290365000.0,,132772000.0,2053575000.0,214183000.0,200309000.0,3067631000.0,4066337000.0,4072092000.0,1684522000.0,,49778000.0,2976674000.0,5000000.0,2981674000.0,,0.9604338684542508,0.3687726024686472,0.2130409132510451,0.11223728403475576,0.08,-0.06940089544116555,0.9985867215180797,158.64999389648438,0.10388249755755341,-0.006885797205105626,0.4313400506754338,-0.37684121065807763,True,,,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,92.1,Strong public-data coverage
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,S&P 500,NR (to derive from financials),BB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000049826,True,2025-12-31,16044000000.0,3066000000.0,16148000000.0,,3226000000.0,851000000.0,3126000000.0,419000000.0,266000000.0,8969000000.0,2230000000.0,317000000.0,,6200000000.0,5126000000.0,3227000000.0,1659000000.0,522000000.0,7682000000.0,999000000.0,8681000000.0,2707000000.0,0.66,0.5375897944017834,0.05270002477086946,0.19109947643979058,0.16763685905375278,-0.003715630418627694,1.2095200936402652,254.75999450683594,-0.05825815151145608,-0.11772614701486073,0.21898056202059266,-0.1442886068376953,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,92.1,Strong public-data coverage
IVZ,Invesco,Financials,Asset Management & Custody Banks,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0000914208,True,2025-12-31,6377100000.0,-174800000.0,27094000000.0,14089100000.0,12231000000.0,1037500000.0,1525300000.0,84300000.0,70500000.0,,378900000.0,155900000.0,576500000.0,3907600000.0,2713000000.0,449400000.0,,287900000.0,1825100000.0,0.0,1825100000.0,1441000000.0,0.52000811987894,0.06736177751531705,0.038292610910164615,-0.02741057847610983,0.05318520705691297,-0.06274820993577913,1.0,27.59000015258789,0.17005938260629083,0.03431283554589326,0.36470468773796416,-0.05527616070702579,True,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,1,6,84.6,Usable for demo; some stale/missing fields
J,Jacobs Solutions,Industrials,Construction & Engineering,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000052988,True,2025-09-26,14984646000.0,289336000.0,11252535000.0,,3640807000.0,1235448000.0,686704000.0,79232000.0,168108000.0,9044849000.0,311872000.0,82059000.0,2121300000.0,4359319000.0,3350899000.0,2989067000.0,,1261489000.0,2236456000.0,0.0,2236456000.0,607472000.0,0.66,0.19875130359514545,0.109792860008878,0.09,0.05398534641305271,-0.03531364265918746,1.300940135766551,118.43000030517578,-0.036135772297195334,-0.21345501390438693,0.37863588752340277,-0.2304677399269317,True,,,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,2,84.3,Usable for demo; some stale/missing fields
